"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"United States","USA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","137281000000","173321000000","165874000000","225844000000","271850900000","409816000000","415760100000","508143800000","797122900000","1108420900000","1468783000000","2181719500000","2876964300000","1965101500000","2341571000000","2032096400000","2139842200000","2530449200000","3434412300000","3648744090000","5178630800000","6965496000000","9265546100000","12305236800000","18815724700000","29782045700000","20883579600000","17052861300000","16045083400000","19103123800000","25792191700000","30581777000000","42852575300000","47245495800000","34306380734455","36025378147933.8","41045547210000","32349465130000","33247253460000","38976646580000","41398501970000","42071330000000","39785881380000","33027245670000","23192148690000","","",
"Uzbekistan","UZB","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1593600000","947800000","329450000","1266090000","3625470000","1553630000","944210000","2182400000","1147000000","88800000","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10151670151.1856","33009603864.716","30856484328.8228","11524007844.7066","","13964505493.9103","29863072365.39","23745952132.3644","27014065108.1295","44295572254.1206","52803727657.5425","31559710000","56858820000","",
"Vanuatu","VUT","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","298066530000","367528290000","360327980000","540796830000","606436490000","816098260000","896014620000","802888650000","1386772260000","1746756790000","2471367510000","4091121090000","6838576490000","6283431898000","7700290630000","6214913880000","5062606550000","5042580130000","7255793094000","8704183090000","9912788370000","12228461430000","17390230970000","21653210400000","30698947630000","46416298347404.1","33640946608382.8","27470425683278.5","28442099470505.3","35522648828892.3","44715529729409.9","57757269306429.8","88389829365348.8","83873076311125.5","66569095559822.5","70092591939610.6","72891201622479.4","58271303158294.3","63699200775026.5","74944361363391.3","101168029658780","77665442539514.6","77703308882275.1","68251363602176","61138921504766.6","","",
"Samoa","WSM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","894000000","743020000","837000000","1094000000","2102300000","5188400000","2602660000","2593830000","3415490000","1832370000","2429540000","5184670000","9899210000","4405510000","7399170000","8245810000","8078710000","7242640000","7914560000","13356750000","15947900000","26646700000","42069040000","54282820000","72818840000","70501850000","35362320000","47686360000","49058710000","83768360000","111313230000","173739710000","257724510000","202637450000","217513740000","277223790000","225830990000","226864050000","232250440000","245696620000","233988400000","402438614930.951","409717338863.46","295012438897.194","284816620000","293832160000","",
"Zambia","ZMB","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000","220000","2660000","8000000","1310000","5690000","1000000","5000000","5000000","6520000","2190000","11100000","12040000","","","","20030000","20500000","18200000","","","","","","","","","",
"Zimbabwe","ZWE","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50200000","172900000","139440000","234130000","312850000","80260000","201160000","","","","","","","","","","","","","","","","","","","","","","",
